,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
4552,No,4,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,94.4,1
4157,No,61,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.55,1
2398,No,40,No,No,Fiber optic,Yes,Yes,Month-to-month,No,104.8,1
2289,No,11,No,Yes,DSL,No,Yes,Month-to-month,Yes,35.65,0
3340,No,10,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,92.5,1
778,Yes,44,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,0
213,No,46,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,93.7,1
4008,No,36,Yes,No,DSL,No,No,Two year,No,31.05,0
1442,No,7,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,78.5,0
964,No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,89.85,0
1260,No,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,0
3146,No,5,No,No,Fiber optic,No,No,Month-to-month,No,75.55,1
560,No,35,Yes,Yes,DSL,Yes,No,Month-to-month,No,60.55,0
2167,No,61,No,Yes,DSL,Yes,No,Two year,No,80.9,0
2317,No,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,82.85,0
272,No,32,No,No,Fiber optic,Yes,No,Month-to-month,No,79.3,0
1144,No,9,Yes,No,Fiber optic,No,No,Month-to-month,Yes,88.05,0
4704,No,69,Yes,No,Fiber optic,Yes,Yes,One year,Yes,110.55,0
4560,Yes,24,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,0
2209,No,14,No,No,DSL,No,No,Month-to-month,No,46.35,1
491,No,69,Yes,Yes,DSL,Yes,Yes,Two year,No,90.65,0
841,No,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.25,0
3975,No,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.55,1
931,Yes,51,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,79.15,0
1338,No,56,No,Yes,DSL,No,Yes,One year,Yes,75.75,0
3891,Yes,4,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.5,0
4799,No,27,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,86.45,0
336,No,72,No,No,DSL,Yes,No,Two year,Yes,73.45,0
4085,No,24,Yes,No,DSL,No,No,One year,Yes,50.6,0
4860,No,42,Yes,Yes,DSL,Yes,No,Month-to-month,No,59.65,0
220,No,19,No,No,DSL,No,No,Month-to-month,Yes,45.0,0
60,No,49,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.0,0
350,No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,93.55,1
1596,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,0
187,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,0
3367,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.25,0
831,No,6,Yes,No,DSL,Yes,Yes,Month-to-month,No,78.65,0
514,No,49,No,No,Fiber optic,No,No,Month-to-month,Yes,96.2,1
2701,No,48,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,117.45,1
712,No,54,Yes,Yes,Fiber optic,No,No,One year,No,106.55,1
2908,Yes,29,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,45.0,0
71,No,42,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,105.2,1
4926,Yes,10,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,91.1,0
3877,No,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,80.8,0
351,No,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.65,0
3079,No,11,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,0
1973,No,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,0
4655,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.1,0
3353,No,5,Yes,No,Fiber optic,No,No,Month-to-month,Yes,89.15,0
867,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,65.6,0
3829,Yes,41,Yes,Yes,DSL,Yes,No,One year,No,70.2,0
198,No,12,No,No,DSL,Yes,Yes,Month-to-month,Yes,43.65,1
4585,No,12,No,No,DSL,No,No,Month-to-month,Yes,45.4,1
2979,No,25,No,No,Fiber optic,No,No,Month-to-month,Yes,84.6,0
2088,Yes,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,100.55,1
629,No,60,No,Yes,DSL,No,No,Two year,Yes,49.45,0
2026,No,5,No,No,DSL,No,No,Month-to-month,Yes,44.05,0
292,Yes,70,Yes,No,DSL,Yes,Yes,Two year,No,59.5,0
4675,No,63,Yes,No,DSL,Yes,Yes,Two year,Yes,71.9,0
1658,No,1,No,No,DSL,No,Yes,Month-to-month,No,49.0,0
2810,No,66,No,Yes,DSL,Yes,No,Two year,Yes,80.55,1
1254,No,39,No,Yes,Fiber optic,No,No,One year,No,81.4,0
296,No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,94.4,1
3685,Yes,12,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.5,1
3774,Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,0
2616,No,10,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.5,1
398,No,53,No,No,DSL,Yes,Yes,One year,No,54.9,0
2891,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,70.55,0
3438,No,41,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,83.75,1
170,No,10,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.1,0
2357,Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,80.45,0
1157,No,3,No,No,Fiber optic,Yes,No,Month-to-month,No,75.05,0
717,No,61,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.45,0
4533,Yes,59,Yes,No,DSL,Yes,No,One year,No,34.8,0
1246,No,23,No,Yes,DSL,Yes,No,One year,No,55.8,0
567,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,0
4318,No,66,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,104.55,0
4010,No,56,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.45,1
3388,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.2,0
259,No,26,No,No,DSL,Yes,Yes,Month-to-month,Yes,44.45,0
3167,No,56,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,90.55,0
2287,Yes,71,No,Yes,Fiber optic,No,No,One year,No,100.55,0
4102,Yes,60,Yes,Yes,Fiber optic,No,No,One year,No,94.15,0
371,No,26,No,No,DSL,No,Yes,One year,No,59.45,0
615,No,45,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.3,1
2614,Yes,2,No,No,Fiber optic,No,No,Month-to-month,No,70.4,1
1498,No,22,No,Yes,DSL,No,No,Month-to-month,Yes,50.35,0
4578,No,25,Yes,No,DSL,No,Yes,Month-to-month,Yes,76.15,0
2487,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,96.0,1
3921,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.05,0
4307,No,4,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.9,0
4299,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,79.5,0
4223,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.1,0
367,No,1,No,No,DSL,Yes,No,Month-to-month,Yes,49.65,1
508,Yes,69,Yes,Yes,DSL,Yes,Yes,Two year,No,46.25,0
3316,No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,91.25,1
2566,No,1,No,Yes,DSL,No,No,Month-to-month,No,50.55,1
886,No,62,Yes,Yes,DSL,Yes,Yes,Two year,Yes,43.7,0
3936,Yes,41,No,Yes,Fiber optic,Yes,Yes,One year,Yes,109.1,0
1127,No,29,No,Yes,DSL,Yes,No,One year,No,70.9,0
2740,No,70,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,88.0,0
436,No,1,No,No,DSL,No,No,Month-to-month,No,25.25,0
502,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,92.0,0
866,Yes,23,Yes,Yes,DSL,No,Yes,One year,Yes,57.75,0
2168,No,61,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.55,0
1777,No,40,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,61.9,0
3182,No,49,No,Yes,DSL,No,No,Two year,No,49.65,0
4849,Yes,36,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,0
3062,No,48,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.0,0
2062,Yes,43,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.2,0
4724,No,32,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,108.15,1
1953,Yes,61,Yes,Yes,DSL,No,No,Month-to-month,No,59.8,0
719,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.9,1
2041,No,62,Yes,No,DSL,No,Yes,Two year,Yes,65.1,0
669,No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,89.75,0
4020,No,16,No,Yes,Fiber optic,No,No,Month-to-month,Yes,86.25,0
1594,No,20,No,No,Fiber optic,No,No,Month-to-month,No,89.95,0
3396,No,16,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,0
614,Yes,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,93.25,0
2653,Yes,7,Yes,Yes,DSL,Yes,No,Month-to-month,No,58.85,0
992,No,1,No,No,DSL,No,No,Month-to-month,Yes,24.8,1
1893,No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,80.6,0
4845,No,7,No,Yes,DSL,Yes,No,Month-to-month,Yes,64.95,0
2661,No,35,Yes,No,DSL,No,No,Two year,No,55.25,0
4736,Yes,31,No,Yes,DSL,No,Yes,Two year,No,80.55,0
961,No,59,No,No,Fiber optic,No,No,One year,No,85.55,1
4122,No,15,No,Yes,DSL,No,No,Two year,Yes,38.8,0
3926,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.0,0
4595,No,26,No,No,DSL,Yes,Yes,Month-to-month,No,35.75,0
1549,No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.25,1
2374,No,35,No,Yes,DSL,No,Yes,One year,Yes,69.0,0
3920,No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.45,1
2482,No,13,No,Yes,DSL,No,No,Month-to-month,Yes,59.9,0
1865,No,69,Yes,No,DSL,Yes,Yes,Two year,Yes,85.35,0
4902,No,23,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.45,0
3510,Yes,15,Yes,Yes,DSL,Yes,Yes,One year,No,65.6,0
2409,No,63,Yes,No,Fiber optic,Yes,No,One year,Yes,81.15,0
2243,Yes,28,No,Yes,Fiber optic,Yes,No,One year,No,100.35,0
1105,No,34,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
2207,No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,64.55,0
53,No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.7,1
3282,No,35,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.45,0
2573,No,36,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.55,0
4131,Yes,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,104.05,0
1,No,14,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,82.65,0
2092,No,59,No,No,Fiber optic,Yes,No,One year,Yes,99.5,0
3059,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.35,0
3717,No,9,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.05,0
4046,No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,79.65,0
4219,Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,105.5,0
3547,Yes,37,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,26.45,0
2537,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.4,0
1992,No,64,Yes,No,DSL,No,No,One year,Yes,66.15,0
4517,Yes,24,Yes,No,DSL,No,Yes,Month-to-month,No,55.15,0
939,Yes,34,Yes,No,DSL,Yes,Yes,Two year,No,67.65,0
3538,Yes,21,No,No,DSL,No,No,Month-to-month,No,45.65,0
2242,No,30,No,No,Fiber optic,No,Yes,Month-to-month,Yes,89.9,0
1756,Yes,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,1
4073,No,49,No,No,Fiber optic,Yes,Yes,Two year,No,100.65,0
1431,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,84.05,0
368,No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.0,0
4861,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,80.5,0
1464,No,2,No,No,DSL,No,No,Month-to-month,Yes,44.6,1
513,No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,70.0,1
2012,No,54,No,No,DSL,No,No,Month-to-month,Yes,24.95,0
1630,Yes,32,Yes,No,Fiber optic,No,No,Month-to-month,No,89.6,0
1179,No,25,No,No,Fiber optic,Yes,Yes,Two year,No,99.3,0
1815,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.15,0
3120,No,43,Yes,No,DSL,No,Yes,Month-to-month,No,34.0,0
2134,No,29,Yes,No,DSL,Yes,No,Month-to-month,Yes,45.0,0
4074,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,0
2663,Yes,42,Yes,No,Fiber optic,No,No,One year,No,97.1,0
2725,No,60,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.0,0
1197,No,8,No,No,Fiber optic,No,No,Month-to-month,No,84.5,1
2992,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,0
3333,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,84.65,1
657,No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.35,0
4779,No,29,No,No,Fiber optic,No,Yes,Month-to-month,No,98.65,1
3018,Yes,4,Yes,No,DSL,No,No,Month-to-month,No,50.3,0
3390,No,17,No,No,DSL,No,No,Month-to-month,No,25.1,0
67,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,1
4763,No,33,No,No,Fiber optic,No,No,Month-to-month,Yes,70.4,0
1852,No,10,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.25,0
1663,Yes,33,No,No,Fiber optic,Yes,No,One year,Yes,93.8,1
92,No,25,Yes,No,Fiber optic,No,No,Month-to-month,No,74.3,0
3971,No,8,No,No,DSL,Yes,No,Month-to-month,Yes,29.4,1
1683,Yes,9,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,101.5,0
3610,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.8,0
55,No,15,Yes,No,Fiber optic,No,No,Month-to-month,Yes,87.75,0
1649,No,50,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,1
2370,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,0
2270,No,58,No,Yes,DSL,Yes,Yes,Two year,No,70.1,0
4691,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,118.2,0
2899,No,59,No,No,DSL,No,Yes,Month-to-month,Yes,51.7,0
2613,No,41,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.55,0
1016,No,4,Yes,No,Fiber optic,No,No,Month-to-month,Yes,80.25,0
2726,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.2,0
1926,No,1,No,No,DSL,No,No,Month-to-month,Yes,25.2,1
1104,No,5,No,No,DSL,Yes,No,One year,Yes,70.0,1
3816,No,64,Yes,Yes,Fiber optic,No,No,One year,Yes,100.3,0
1624,Yes,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.75,1
798,No,54,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,18.95,0
1557,No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.75,0
2782,Yes,54,Yes,Yes,DSL,No,Yes,Two year,Yes,65.65,0
3305,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.35,0
500,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
3901,Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,0
3312,No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.75,0
43,Yes,66,Yes,Yes,Fiber optic,Yes,No,Two year,No,109.25,0
4207,Yes,22,No,No,Fiber optic,No,No,Month-to-month,No,85.35,0
1871,No,17,No,No,Fiber optic,Yes,No,One year,Yes,96.65,0
4283,No,72,Yes,No,DSL,Yes,Yes,Two year,No,86.65,0
3949,Yes,2,No,Yes,DSL,No,No,Month-to-month,No,51.55,0
1275,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,0
4715,No,5,Yes,No,DSL,Yes,No,Month-to-month,Yes,55.8,0
2535,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.95,0
4094,Yes,34,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.6,0
4482,No,56,Yes,Yes,Fiber optic,Yes,No,One year,Yes,105.6,0
142,Yes,35,Yes,No,DSL,No,Yes,Two year,Yes,46.35,0
4023,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,0
544,Yes,41,No,No,Fiber optic,Yes,Yes,One year,Yes,102.6,1
3037,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,80.85,1
3230,No,58,Yes,No,DSL,Yes,Yes,Two year,Yes,84.3,0
364,No,37,No,No,DSL,Yes,No,Month-to-month,Yes,40.2,0
4690,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.25,0
2338,No,7,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,0
3846,Yes,29,Yes,No,DSL,No,No,Month-to-month,Yes,60.2,0
1277,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,0
83,No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,0
3605,No,17,Yes,Yes,DSL,No,No,One year,No,56.1,0
840,No,48,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,95.4,0
959,No,38,No,No,DSL,No,No,Month-to-month,Yes,24.85,0
945,No,23,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,79.1,0
3466,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.25,1
2961,No,14,No,No,Fiber optic,No,No,Month-to-month,Yes,86.1,1
4653,No,32,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.4,0
3330,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,0
2563,No,35,No,No,Fiber optic,No,Yes,Month-to-month,Yes,89.85,0
381,Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.2,0
578,No,6,No,No,DSL,No,Yes,Month-to-month,Yes,50.8,1
1005,No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.05,1
658,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.55,1
2957,No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,0
989,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,93.25,0
1706,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,1
762,No,13,No,Yes,DSL,No,Yes,Month-to-month,No,73.35,0
4600,No,68,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.55,0
2654,No,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,1
3033,Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,112.25,0
3319,No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.7,0
772,Yes,1,No,No,Fiber optic,No,No,Month-to-month,No,78.65,1
4793,No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,75.85,1
4128,No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,0
4637,No,1,No,No,DSL,Yes,No,Month-to-month,Yes,50.5,1
2515,Yes,19,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,60.6,0
2553,No,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
14,No,48,Yes,Yes,DSL,No,No,Month-to-month,Yes,44.8,0
1059,No,63,Yes,No,Fiber optic,Yes,No,Two year,No,99.7,0
4011,Yes,1,No,No,DSL,Yes,No,Month-to-month,No,50.45,1
896,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,0
1361,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,94.7,1
3987,No,26,No,No,DSL,No,Yes,Month-to-month,Yes,66.05,0
968,Yes,47,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.5,0
3867,No,26,Yes,Yes,DSL,Yes,No,One year,No,47.85,0
4261,No,25,No,No,Fiber optic,No,No,Month-to-month,No,70.95,1
2080,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.85,1
3471,No,11,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.55,0
2151,No,34,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,0
4493,No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.6,1
402,Yes,63,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,0
636,Yes,58,No,No,Fiber optic,No,No,Two year,No,82.5,0
2368,No,50,Yes,No,DSL,No,Yes,One year,Yes,44.45,0
2649,No,8,No,No,DSL,No,No,Month-to-month,Yes,66.25,0
1071,No,41,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,114.5,1
1429,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,0
2650,No,20,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.7,1
1158,No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,0
1670,No,51,Yes,No,DSL,No,Yes,Month-to-month,Yes,44.45,0
1329,Yes,52,No,Yes,Fiber optic,Yes,Yes,Month-to-month,No,85.8,0
2085,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,79.9,1
3149,Yes,40,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.1,0
4510,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.05,0
4346,No,23,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,99.25,1
85,No,41,No,Yes,DSL,No,Yes,One year,No,35.45,0
3550,No,21,No,No,DSL,Yes,No,Month-to-month,Yes,60.05,1
3873,No,1,No,No,DSL,No,No,Month-to-month,No,24.4,0
1076,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,1
3872,No,42,No,Yes,DSL,No,No,Month-to-month,Yes,49.55,0
9,Yes,47,Yes,No,DSL,Yes,Yes,One year,No,40.3,0
4295,No,5,No,Yes,DSL,No,No,Month-to-month,Yes,50.95,0
1574,No,58,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.7,1
1571,No,16,No,No,DSL,Yes,No,Month-to-month,Yes,65.2,1
4583,No,1,No,No,Fiber optic,No,No,Month-to-month,No,69.95,1
4391,No,1,No,No,DSL,No,No,Month-to-month,No,45.2,0
3569,Yes,1,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,0
